slug,title,url,review_tier,description_rank_SHARED_TIES,WebMCP Leverage,Execution,Potential Impact,Creativity & Ambition,description_score_out_of_100_NOT_OFFICIAL,strengths,weaknesses,WebMCP Leverage rationale,Execution rationale,Potential Impact rationale,Creativity & Ambition rationale,verdict,confidence,disposition,scorecard,evidence_quotes,prior_source_review,original_top10_rank,date_policy,repository_links,video_links,reconciled_score_out_of_100_NOT_OFFICIAL,reconciled_L_E_I_C,comparative_reassessment
beatmcp,BeatMCP,https://devpost.com/software/beatmcp,individual AI review of complete saved public description; no new runtime verification,1882,7.5,7,6,6.5,67.5,An explicit Start gesture handles browser audio permission.,"Protection of human notes, conflicting edits and export are not clearly described.",Queued auditions make individual agent layers visible and audible.,A master timeline and transport-loop fixes support a coherent implementation.,Interactive accompaniment is useful for casual creators.,The live composition presentation is thoughtful but familiar.,"A coherent live beat canvas, with less explicit authority and recovery detail than leading music entries.",medium,credible,review/broad/scorecards/beatmcp.md,auditions the first new sound in sequence | prevent overlapping transport loops,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,,https://www.youtube.com/embed/9SPhzyJg2Ew?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
buildvsbuy-ai,BuildVsBuy.ai,https://devpost.com/software/buildvsbuy-ai,individual AI review of complete saved public description; no new runtime verification,1882,7.5,7,6,6.5,67.5,Future scenarios do not overwrite the baseline.,Demo estimates are not vendor quotes or calibrated decision evidence.,Visible reranking and separate projections keep agent actions accountable.,Specific override and rerank defects were corrected in code.,Tradeoff discussion is useful but depends on estimated axes.,Showing an override's gap and liabilities is a thoughtful adaptation.,A coherent decision-discussion canvas whose numbers should not be treated as objective procurement advice.,high,credible,review/broad/scorecards/buildvsbuy-ai.md,Numbers on the axes are my estimates for the demo. | Baseline cards stay put.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/parammehta2004/buildvsbuy-ai,https://www.youtube.com/embed/rsHmFBJ4VMk?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
mapsmcp,MapsMCP,https://devpost.com/software/mapsmcp,individual AI review of complete saved public description; no new runtime verification,1882,7.5,7,6,6.5,67.5,The description clearly separates real tiles from deterministic demo routes and ride quotes.,The example asks for walking distance while measure_distance is straight-line; route estimates and place coverage are not live.,"Geographic viewport, stable places and visible pins give agents meaningful map semantics instead of pixel gestures.",Shared actions and lifecycle cleanup support a coherent bounded London demonstration.,"Agent-readable maps are useful, but canned locations and routes limit current practical reach.",Geographic camera operations are a thoughtful foundational integration rather than a novel end product.,A coherent semantic map prototype. Real route services and precise distance semantics would most improve usefulness.,high,credible,review/broad/scorecards/mapsmcp.md,"Measures straight-line geographic distance between two places. | The London locations, route estimates, and ride quotes are deterministic demo data.",description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,,https://www.youtube.com/embed/eUkNjPsewqA?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
mysoci-agent-city,MySoci Agent City,https://devpost.com/software/mysoci-agent-city,individual AI review of complete saved public description; no new runtime verification,1882,7.5,7,6,6.5,67.5,Rejects agent self-confirmation and never returns precise presence coordinates.,"No real identity, messaging or backend exists in this standalone demonstration.",Shared meetup preparation and one-use approval give agents a defined social-planning role.,Strict tools and explicit coarse-presence rules describe a coherent local prototype.,"Social coordination is useful, but fictional people and no real delivery leave adoption untested.",Privacy-aware discovery is thoughtful but the broader social-city vision is not yet realized.,A well-scoped social-planning demo with clear privacy boundaries. Real consent and invitation delivery would determine practical usefulness.,medium,credible,review/broad/scorecards/mysoci-agent-city.md,visible one-use human approval latch | Hidden presence is never surfaced,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/MySoci/mysoci-agent-city-webmcp,https://www.youtube.com/embed/FpxjYOvImVU?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
receipts-the-trust-layer-for-agentic-commerce,Receipts — the trust layer for agentic commerce,https://devpost.com/software/receipts-the-trust-layer-for-agentic-commerce,individual AI review of complete saved public description; no new runtime verification,1882,7.5,7,6,6.5,67.5,Defaults to review and handles cancellation rather than retrying around approval.,"A local hash chain can be rewritten wholesale, and simulated refunds are not real purchase reversibility.",Standing rules and timeout-to-poll approval make the shared checkout process explicit.,Append-only superseding entries and promise handoff are concrete but client-only.,"Receipts could aid delegation, without real payments or account authority here.",Policy-aware receipt UX is useful but familiar.,"A useful policy-and-receipt shopping demo, with tamper evidence and financial reversibility limited to its local model.",high,credible,review/broad/scorecards/receipts-the-trust-layer-for-agentic-commerce.md,The whole trust layer runs client-side | nothing real is charged,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/akshatbindal/webmcp-receipts,https://www.youtube.com/embed/UJe_AWvC_Ik?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
afterfail,afterfail,https://devpost.com/software/afterfail,individual AI review of complete saved public description; no new runtime verification,1888,7.5,6.5,6.5,6.5,67.5,Retry policy updates become visible before the tool returns. | The missing-environment-variable case does not turn green merely because a retry was requested.,"Four canned runs and pasted logs do not establish integration with real deployment providers. | The scope is retry-policy diagnosis, not general environment repair.","Log slices, retry-policy edits, and a shared confirmation modal provide focused operations against visible console state.","The registration and result-format details support a bounded implementation, explicitly using canned runs and no backend.","Preserving CI context could reduce repetitive diagnosis, but the current app cannot actually repair deployed environments.",A fixture that stays failed when retries cannot fix missing configuration adds useful honesty to an otherwise familiar incident-console pattern.,"A credible, intentionally narrow recovery console. Real provider integration would determine whether its useful interaction pattern translates into operational value.",high,credible,review/broad/scorecards/afterfail.md,"No backend, no auth, no in-page chatbot. | an honesty case: workers-edge-preview stays red.",description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/kriyanshii/afterfail,https://www.youtube.com/embed/6-2G-FLdptE?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
diamond-control,Diamond Control,https://devpost.com/software/diamond-control,individual AI review of complete saved public description; no new runtime verification,1888,7.5,6.5,6.5,6.5,67.5,A waiting proposal cannot be silently swapped by another agent action. | Rejection is represented as an explicit outcome rather than an execution error.,The browser-only receipt does not authenticate a human actor or prove an external effect did not occur. | The actual proof-validation engine and successful action path are less detailed than the rejection demonstration.,The five-tool proposal-to-review sequence separates read/recommend actions from human decision states.,"An unresolved proposal cannot be replaced, and a rejected demo produces a no-action receipt, but deeper verification is unspecified.","Visible checkpoints are useful infrastructure, though the current proof-repair scenario lacks an external operational application.",The pending-gate lock is sound design within a familiar human-approval pattern.,"A coherent small approval-state prototype. Its receipt is a useful local record, but stronger identity and outcome evidence are needed before treating it as proof of human authority.",medium,credible,review/broad/scorecards/diamond-control.md,the agent cannot silently replace it with another proposal. | Diamond Control produces a NO_ACTION proof receipt,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/kiencuongnguyen88/diamond-control-webmcp,https://www.youtube.com/embed/wdepXaeu_nA?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
lifeops-ctsua3,LifeOps,https://devpost.com/software/lifeops-ctsua3,individual AI review of complete saved public description; no new runtime verification,1888,7.5,6.5,6.5,6.5,67.5,"The model receives and responds to rejected approvals. | Native tools, internal agent and inspector use the same dispatcher.","Evidence gap: a Zustand mutation is not proof of a purchased flight; provider reconciliation, payment authority and stale-approval binding are unspecified.","A shared dispatcher and awaited approval connect travel, budget and calendar operations in visible state.","The permission plumbing is concrete, but assertions of real booking effects lack provider and transaction details.","Cross-domain personal planning is useful, with external service reach uncertain.",Read/prepare/commit tiers are a thoughtful implementation of a familiar assistant concept.,A credible shared-state personal assistant with unclear external effects. Exact provider receipts and revision-bound approvals would most improve execution confidence.,medium,credible,review/broad/scorecards/lifeops-ctsua3.md,"one shared dispatcher, invokeTool(name, input) | opens and awaits a real approval ticket",description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/NOBA235/LifeOps,https://www.youtube.com/embed/PixZ0UYRrzs?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
make_layouts,Make_layouts ( AI Designer ),https://devpost.com/software/make_layouts,individual AI review of complete saved public description; no new runtime verification,1888,7.5,6.5,6.5,6.5,67.5,Generated elements remain individually editable by the person.,"Evidence gap: the agent-exposed UI lock's authority and recovery semantics are unclear, and generated math or layout quality is not evaluated.","Board-aware placement, revision checks and editable elements create a substantive shared presentation canvas.","A broad named vocabulary is concrete, but validation and recovery are asserted without detailed examples.",Diagrams and editable explanations have practical educational and presentation uses.,The combination is capable but largely familiar generative-canvas functionality.,A plausible multipurpose canvas with thin execution evidence. A detailed revision-conflict and recovery journey would most strengthen it.,medium,credible,review/broad/scorecards/make_layouts.md,"board-aware placement, revision checks, UI locking | users retain control and can edit every generated element",description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,,https://www.youtube.com/embed/jvNMPx9U3vU?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
proof-gate,Proof Gate,https://devpost.com/software/proof-gate,individual AI review of complete saved public description; no new runtime verification,1888,7.5,6.5,6.5,6.5,67.5,"Context records cannot inflate support, and contradictions remain visible.",Structured provenance alone does not prove injection prevention or trustworthy source roles.,Revision-bound evidence and source-family grouping expose a coherent shared case.,"Pure shared logic is concrete, but governance claims lack adversarial execution detail.",Evidence organization is useful without becoming a universal truth evaluator.,The contribution refines a familiar evidence-led decision workspace.,"A thoughtful evidence workspace whose strongest contribution is transparent uncertainty, not a demonstrated universal governance boundary.",medium,credible,review/broad/scorecards/proof-gate.md,duplicate source families do not manufacture independence | transparent demo heuristics,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/onlyecho822-source/proof-gate-webmcp,https://www.youtube.com/embed/gFjJAKME8QE?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
proofmesh-webmcp,ProofMesh WebMCP,https://devpost.com/software/proofmesh-webmcp,individual AI review of complete saved public description; no new runtime verification,1888,7.5,6.5,6.5,6.5,67.5,The receipt capability appears only after the owner seals the decision.,"Independence and grounding of Engineering, Security and Support agents are not established.","Verification, proposal and post-approval receipt tools map to release phases.","Lifecycle-bound registration is specific, but evidence-agent implementation is lightly described.",Cross-team release evidence is useful if connected to authoritative systems.,Multiple perspectives plus a release owner form a familiar governed review pattern.,"A coherent release-room interaction, with limited evidence behind the claimed independent verification process.",medium,credible,review/broad/scorecards/proofmesh-webmcp.md,Only then is a read-only decision-receipt tool registered. | reuses the existing verification API and React state,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/13shreyansh/proofmesh,https://www.youtube.com/embed/Cpc5Ndcf6Tw?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
llama-war,Llama War,https://devpost.com/software/llama-war,individual AI review of complete saved public description; no new runtime verification,1894,7.5,6.5,5.5,7.5,67.5,"The engine checks turn, resources and legal targets independently of agent choices.",The described Codex connection does not establish reliable hosted play across clients; tournaments and broader participation are future ideas.,The visiting agent plays through game-validated actions and can shape dialogue and music in shared match state.,"Unity-owned legality is concrete, while hosted WebMCP and broader client compatibility remain explicitly under-tested.",Bring-your-own-opponent play offers plausible entertainment value without replay or audience evidence.,"Combining strategy, character and agent-directed composition creates an engaging game interaction.",A credible agent-as-player concept. Reliable hosted matches and evidence of varied enjoyable play would most strengthen it.,medium,credible,review/broad/scorecards/llama-war.md,Unity remains responsible for enforcing the rules. | Broader agent compatibility and the hosted WebMCP experience still need further testing.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,,https://www.youtube.com/embed/iCK_x3drfFk?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
webcam-funapp-io,webcam.funapp.io,https://devpost.com/software/webcam-funapp-io,individual AI review of complete saved public description; no new runtime verification,1895,7.5,6,7,6.5,67.5,Keeps users aware of the camera being inspected. | Waits for valid rendering before returning a frame.,Frames do not provide ground truth for conditions outside view or reliable near-zero hallucination. | A generic edge proxy does not explain access to every third-party player or stream format.,"Camera discovery, switching, and timestamped frames are meaningful tools for a shared live-view surface.","Frame barriers and proxying are described, but broad accuracy and latency claims lack supporting measurements.","Could help inspect visible weather and traffic conditions, with camera coverage and timeliness limitations.",A webcam perception interface is useful but not substantially novel beyond structured access.,"A useful live-camera tool concept, undermined by unsubstantiated perception-accuracy and universal stream-access claims.",high,credible,review/broad/scorecards/webcam-funapp-io.md,near-zero hallucination | zero-copy edge snapshot proxies,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,,https://www.youtube.com/embed/7qArz_S8e34?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
eylit-learn-piano-the-next-key-is-already-glowing,KEYLIT  learn piano. The next key is already glowing.,https://devpost.com/software/eylit-learn-piano-the-next-key-is-already-glowing,individual AI review of complete saved public description; no new runtime verification,1896,7.5,6,6.5,7,67.5,Wrong notes do not advance the lesson. | Harmonization requires an existing human-played state.,"The article does not establish a successful native hosted agent journey. | The agent observes note events, so saying it hears the player overstates the described capability.",Lesson state and lit-key targets give the agent a concrete role on the learner's instrument.,"Hit/miss behavior is described, but the native path failed locally and deployment verification remains unclear.",Immediate key feedback could help beginners start practicing piano.,The shared glowing-key teaching loop is engaging within an established learning category.,"A plausible shared piano teacher with clear feedback behavior, but native interoperability and the distinction between note events and hearing need clarification.",medium,credible,review/broad/scorecards/eylit-learn-piano-the-next-key-is-already-glowing.md,A wrong note does not skip ahead. | the in-page Studio Agent falls back to local tools.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,,https://www.youtube.com/embed/fWwuLGSwb6g?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
signal-self-extending-task-board,Signal - Self-Extending Tools (Task Board),https://devpost.com/software/signal-self-extending-task-board,individual AI review of complete saved public description; no new runtime verification,1897,7.5,6,6,7.5,67.5,New composed tools cannot exceed existing read capabilities.,A server check for caller-supplied confirmed:true is not sufficient proof of human approval. | A hidden iframe and timeout need explicit sandbox/CSP evidence to support isolation claims.,Human-approved composition of read primitives genuinely extends the browser tool surface.,"Concrete task and sandbox features are described, but approval and isolation enforcement are not fully evidenced.",Reusable custom task queries can reduce repetitive work.,Tool Forge is more inventive than the surrounding task board.,An inventive capability-composition prototype with important unresolved security claims at the approval and code-execution boundaries.,high,credible,review/broad/scorecards/signal-self-extending-task-board.md,unless confirmed: true is set | composed only from a small whitelist of existing read primitives,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/Kennyk1/Webmcp/,https://www.youtube.com/embed/r4Y20BWE7ow?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
flowpulse-5deiva,FlowPulse,https://devpost.com/software/flowpulse-5deiva,individual AI review of complete saved public description; no new runtime verification,1898,7,7.5,6.5,6,67.5,submitWorkflow stops at review rather than implying final submission. | Fields and contextual guidance switch together with the active template.,"Validation is described mainly in terms of required fields, not domain correctness. | The receipt is local and does not complete any real provisioning or visa process.","Five tools inspect, populate and validate the active form while keeping review visible.",Responsive and tool-invocation tests support a complete local review flow across templates.,"Structured form assistance is practical, though no external submission or durable audit is delivered.",A competent multi-template form workflow with relatively conventional agent affordances.,"A complete and honestly bounded form-assistance prototype, with stronger execution detail than originality or external impact evidence.",high,credible,review/broad/scorecards/flowpulse-5deiva.md,it deliberately stops before final human confirmation | The app does not claim persistent audit storage or automatic final submission.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/dcontessa/flowpulse,https://www.youtube.com/embed/fWOQObikTCo?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
learnlogos-com-webmcp-learning-assistant,LearnLogos.com WebMCP Learning Assistant,https://devpost.com/software/learnlogos-com-webmcp-learning-assistant,individual AI review of complete saved public description; no new runtime verification,1898,7,7.5,6.5,6,67.5,Media access is constrained by short-lived session grants. | Ranking fixes are tested against the demonstration questions.,Eight questions over two topics cannot establish retrieval quality across the larger training library.,One search tool connects a question to exact approved excerpts and visible timestamped playback.,"Allowlisting, session-bound grants and media digest checks substantiate a carefully bounded retrieval slice.","Finding known instruction is useful, but two approved excerpts offer very limited current coverage.",Source-preserving video retrieval is a useful established pattern.,A secure-looking narrow retrieval slice on the description's evidence. Expanded authorized content and held-out queries would most improve practical value.,high,credible,review/broad/scorecards/learnlogos-com-webmcp-learning-assistant.md,"Two exact, rights-approved demonstration excerpts | Short-lived, session-bound media grants",description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/LearnLogos/learnlogos-webmcp-challenge,https://www.youtube.com/embed/52ns8cKzVOU?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
praxaapp,Praxa,https://devpost.com/software/praxaapp,individual AI review of complete saved public description; no new runtime verification,1898,7,7.5,6.5,6,67.5,Offers passage retrieval without forcing generated answers.,"Citation presence does not establish entailment, and corpus breadth/evaluation remain unclear.",Search and comparison tools return page-level evidence into a shared research view.,"Persistent retrieval, output rejection and bounded retry show concrete implementation care.",A specific theatre-research audience benefits from consolidated sources.,A conventional RAG workflow is carefully adapted to browser agents.,A credible evidence-oriented specialist search tool; retrieval quality and claim support need domain evaluation.,medium,credible,review/broad/scorecards/praxaapp.md,retries invalid responses once | safely abstains if a grounded answer cannot be produced,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/kadedipe/PraxaApp; https://github.com/kadedipe/PraxaApp/pull/3; https://github.com/kadedipe/PraxaApp/pull/4,https://www.youtube.com/embed/JntTOudgIe8?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
dry-run,Dry Run,https://devpost.com/software/dry-run,individual AI review of complete saved public description; no new runtime verification,1901,7,7,7,6,67.5,Job and optional resume context guide the question set.,"Feedback calibration, handling of weak answers and sensitive resume retention are not described.","Six tools cover session setup, interview progression and feedback through shared functions.",The role-brief-to-verdict flow and named model/browser testing are concrete.,Role-specific rehearsal is a practical candidate need.,The structured interview loop is useful but a conventional coaching application.,"A focused, plausible interview-practice product. Evidence of feedback quality and transparent scoring would matter more than expanding its feature list.",medium,credible,review/broad/scorecards/dry-run.md,Generate a grounded brief and eight targeted questions. | Human UI interactions and tool calls share the same session functions for parity.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/nrynss/dryrun,https://www.youtube.com/embed/Az6r1xGBvj8?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
openings-agent-native-job-discovery,Openings — Agent Native Job Discovery,https://devpost.com/software/openings-agent-native-job-discovery,individual AI review of complete saved public description; no new runtime verification,1901,7,7,7,6,67.5,Explicitly flags fallback roles as unverified and bounds stalled structured-generation attempts.,Headline real-current-openings claims conflict with knowledge-based fallback; honest rewrites are not guaranteed by model intent.,"Five shared actions support discovery, resume matching and visible board updates.","Bounded provider calls and fallback handling are concrete, but model-known roles are not current openings.","Official portal aggregation is useful for applicants, with extraction coverage and scoring validity unmeasured.",Shared job discovery is a practical but common agent application.,A useful discovery prototype with candid extraction limits. Verified ATS adapters and separation of speculative roles from live vacancies would improve trust.,medium,credible,review/broad/scorecards/openings-agent-native-job-discovery.md,clearly flagged unverified in the activity feed | a knowledge-based fallback,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,,https://www.youtube.com/embed/85yFPX-emEg?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
ai-stylist-x92cd5,AI Stylist,https://devpost.com/software/ai-stylist-x92cd5,individual AI review of complete saved public description; no new runtime verification,1903,7,7,6.5,6.5,67.5,The catalogue is described as live rather than mock data.,"Appointments are mock, and no sizing or real-body fit validation is described. | Only two scene tags are currently supported.",Catalog and try-on tools act on the shopper's visible selected outfit.,"Shopify taxonomy mapping, pagination and image-generation inputs provide concrete implementation detail.","Outfit exploration is useful, though generated looks do not establish personal fit.",A photo-free shared styling canvas is a thoughtful adaptation of existing commerce tools.,"A coherent co-shopping experience, strongest as outfit visualization rather than a claim of accurate virtual fit.",medium,credible,review/broad/scorecards/ai-stylist-x92cd5.md,Book a mock in-store fitting appointment | without requiring customers to upload a photo.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,,https://www.youtube.com/embed/36Kf5GSSYjA?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
care-watchdesk-webmcp,Care Command Center + WebMCP,https://devpost.com/software/care-watchdesk-webmcp,individual AI review of complete saved public description; no new runtime verification,1903,7,7,6.5,6.5,67.5,Tools state that no diagnosis or external staff message occurred. | Draft-to-accepted transitions are explicit.,Observations and acknowledgments are simulated; institutional authorization is future work.,Review preparation and task drafting update the real page while leaving queue approval to a person.,Pure transition functions and reported tool tests support a bounded static simulation.,"Clinical coordination is important, but this has no hospital, staff-channel or identity integration.",Separating clinical review from operational task coordination is thoughtful but modest in realized scope.,A responsible coordination demonstration with clear limits. Institutional workflow evaluation would be needed to establish impact.,high,credible,review/broad/scorecards/care-watchdesk-webmcp.md,The staff acknowledgment shown in the demo is simulated. | A real WhatsApp adapter is intentionally not connected.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/Manojponugoti64/care-watchdesk-webmcp,https://www.youtube.com/embed/OkbnZPwtqD0?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
city-for-you,City for You,https://devpost.com/software/city-for-you,individual AI review of complete saved public description; no new runtime verification,1903,7,7,6.5,6.5,67.5,Previewed preferences are separate from active map state. | Recommendations expose matched interests and support reset.,"Mobility, distance and travel-time constraints are not yet integrated into ranking. | The apply tool's approval enforcement is less detailed than the visible preview flow.","Narrow preference objects, preview and explanation expose useful personalization without pretending to read agent memory.","Separate pending and active state, validation and an inspectable ranking support a coherent bounded implementation.","A curated Santiago guide could help visitors, but live hours, travel times and accessibility are absent.","Consent-based personalization is thoughtful, though the itinerary ranking is deliberately simple.","An understandable personalization loop with sensible data minimization, limited by static travel data and simple route logic.",high,credible,review/broad/scorecards/city-for-you.md,Previewed preferences are stored separately from the active map | 80 curated places across 17 interests,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/aastroza/city-for-you,https://www.youtube.com/embed/PpzvoTvm6ok?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
homeops,HomeOps,https://devpost.com/software/homeops,individual AI review of complete saved public description; no new runtime verification,1903,7,7,6.5,6.5,67.5,The homeowner can revise the proposed maintenance session before recording durable outcomes.,Confirmation included in tool input leaves an evidence gap about independently enforced homeowner approval.,Prioritized session proposals and homeowner decisions operate on shared maintenance state.,"Recurring responsibilities, completion records and activity history form a plausible bounded workflow.","Reducing forgotten household work is useful, although sustained habit formation is not established.","Session negotiation is more thoughtful than a generic task list, but the underlying maintenance model is familiar.",A credible household coordination workflow. An explicit approval-state contract and evidence of repeated household use would raise the assessment.,medium,credible,review/broad/scorecards/homeops.md,Record completed maintenance after explicit human confirmation | Agent actions and human decisions are also displayed in an activity history.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/BurpingSpider/homeops-mcp,https://www.youtube.com/embed/Evrd6Vtd_cA?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
openagora,OpenAgora,https://devpost.com/software/openagora,individual AI review of complete saved public description; no new runtime verification,1903,7,7,6.5,6.5,67.5,Preserves parent links when ideas are remixed and reuses human handlers.,Self-reported identities and unrestricted voting can undermine meaningful consensus; annotations are advisory.,Six tools share persistent proposal state and support agent contributions and remixes.,"A simple Netlify-backed implementation is concrete, but provenance is self-reported and moderation is future work.","Shared ideation is useful, though governance quality under autonomous participation is unclear.",Visible remix lineage adds value within an otherwise familiar discussion board.,"A credible small shared board, independent of its embedded self-evaluation claims. Identity and moderation mechanisms would determine whether collective agent activity remains useful.",medium,credible,review/broad/scorecards/openagora.md,Verifiable agent identity (not just a self-reported name) | using Netlify Blobs for storage,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,,https://player.vimeo.com/video/1223797194?byline=0&portrait=0&title=0#t=
pulse-voice-steered-drums,Pulse: Voice-Steered Drums,https://devpost.com/software/pulse-voice-steered-drums,individual AI review of complete saved public description; no new runtime verification,1903,7,7,6.5,6.5,67.5,Keeps audio start with a user gesture and makes agent changes visible.,Non-idempotent step toggles require known starting state; six/seven-tool descriptions are inconsistent.,Musical controls directly share the sequencer instead of driving sliders.,Concrete live changes and gesture-limited audio support a usable small instrument.,Hands-free groove changes can aid musical play.,Voice-driven drum editing is engaging but familiar.,A clear shared-instrument demo with practical retry ambiguity that absolute step-setting could resolve.,medium,credible,review/broad/scorecards/pulse-voice-steered-drums.md,Calling it twice therefore reverses the change. | Play/Stop is also intentionally not exposed as a tool,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/harsh543/pulse-webmcp,https://www.youtube.com/embed/8Y8UUB5JXkU?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
runtime-truth,Runtime Truth,https://devpost.com/software/runtime-truth,individual AI review of complete saved public description; no new runtime verification,1903,7,7,6.5,6.5,67.5,Verification queries resulting state instead of accepting the declared result.,A deliberate missing local reservation does not establish an independent verifier for arbitrary providers or eventual consistency.,A native mutation followed by state readback illustrates a useful tool-verification boundary.,"Deterministic fault injection and native discovery/execution are concrete, though only one failure case is shown.","Detecting false success matters broadly, but general asynchronous and external systems are untested.",The example makes a familiar reliability principle clear rather than introducing a new mechanism.,"A focused and credible false-success demonstration, with broader verification utility still to be developed.",high,credible,review/broad/scorecards/runtime-truth.md,the reservation is deliberately not persisted | RESERVATION NOT FOUND,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/humanal-labs/runtime-truth,https://www.youtube.com/embed/VORTmYm035w?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
agent-native-school-erp-powered-by-webmcp-4yex91,Agent-Native School ERP: Powered by WebMCP,https://devpost.com/software/agent-native-school-erp-powered-by-webmcp-4yex91,individual AI review of complete saved public description; no new runtime verification,1910,7,6.5,7.5,6,67.5,Tool registration follows login and forwards the user's authenticated context. | The pending-fees-to-invoices example shows a meaningful multi-tool workflow.,"Login-gated discovery alone does not establish server-side role authorization for individual student records. | Bulk attendance or invoice writes lack described review, idempotency, and audit controls; strict schemas do not prevent semantic mistakes.","Authenticated tools chain student lookup, fees, attendance, and invoicing through the same backend, providing practical structured access.","The three-tier deployment and concrete connection-pool and cookie fixes support a real build, but role-level validation and write safeguards are not established.","Reducing navigation across school administration screens is a strong problem fit, with sensitive student and financial records increasing deployment requirements.",Applying agents to school ERP is useful but largely a conventional administrative API adaptation.,A credible full-stack administrative integration. Student privacy and correctness controls for consequential writes need substantially more evidence before treating it as deployment-ready.,medium,credible,review/broad/scorecards/agent-native-school-erp-powered-by-webmcp-4yex91.md,tools are strictly exposed only after a successful JWT/Session login | Find all Grade 3 students with pending fees and generate their invoices.,description only,,no timing penalty; user reports 12-hour extension; actual submission time unverified,https://github.com/Sumitgupta54856171/sms_frontend.git,https://www.youtube.com/embed/DhPWMkzBk0w?enablejsapi=1&hl=en_US&rel=0&start=&version=3&wmode=transparent
